bank,state,branchname,branchaddress
ECOBANK PLC,LAGOS,IKEJA - ALLEN AVENUE 3,"20 ALLEN AVENUE, IKEJA,"
ECOBANK PLC,LAGOS,OGUDU - OJOTA,"135, OGUDU ROAD, OJOTA - LAGOS ,"
ECOBANK PLC,LAGOS,LAGOS - IYANA IPAJA,"NO. 5 NEW IPAJA ROAD IYANA IPAJA ROUNDABOUT LAGOS,"
ECOBANK PLC,LAGOS,IKEJA - NEW DOMESTIC TERMINAL,"OBI VILLAGE, OPPOSITE ARIK AIRLINE, MMA2 IKEJA, LAGOS,"
ECOBANK PLC,LAGOS,AGEGE - IJU ROAD,"155 IJU ROAD, FAGBA BUS STOP, AGEGE, LAGOS,"
ECOBANK PLC,LAGOS,IPAJA - ABESAN ALIMOSHO,"FEDERAL GOVERNMENT LAYOUT ABESAN. BESIDE ABESAN POLICE POST, IPAJA/AYOBO ROAD FEDERAL B/STOP, ABESAN, ALIMOSO LGA, LAGOS,"
ECOBANK PLC,Lagos,LAGOS - IKORODU TOWN,"52, LAGOS ROAD. IKORODU TOWN - LAGOS ,"
ECOBANK PLC,LAGOS,LAGOS - IKOTUN,"52/53 IKOTUN IDIMU ROAD, IKOTUN, LAGOS,"
ECOBANK PLC,LAGOS,IKEJA - ISAAC JOHN,"29B, ISAAC JOHN STREET, GRA IKEJA,"
ECOBANK PLC,LAGOS,LAGOS - OMOLE LAYOUT,"17, OGUNNUSI STREET, OMOLE LAYOUT ,"
ECOBANK PLC,LAGOS,OGBA - COLLEGE ROAD,"67 COLLEGE ROAD, IDI-AGBON BUS STOP, IFAKO OGBA,"
ECOBANK PLC,LAGOS,LAGOS - OREGUN 2,"2 ADEBAYO AKANDE STREET, OREGUN, LAGOS,"
ECOBANK PLC,LAGOS,ISOLO - FADU EJIGBO,"1 FADU AVENUE, ORILOWO EJIGBO, LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - SURULERE,"60, ADENIRAN OGUNSANYA STREET, SURULERE, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - WHARF ROAD,"13/15 WHARF ROAD, APAPA, LAGOS,"
ECOBANK PLC,LAGOS,ALABA-OJO IGBEDE,"H LINE, ALABA INTER'L MARKET, LAGOS,"
ECOBANK PLC,LAGOS,APAPA-WAREHOUSE ROAD,"NO 2, WAREHOUSE ROAD, APAPA,"
ECOBANK PLC,LAGOS,MUSHIN-IDI ORO,"118 AGEGE MOTOR ROAD, IDIORO - MUSHIN,"
ECOBANK PLC,LAGOS,LAGOS-INTNL TRADE FAIR,"OLU OBASANJO HALL, ASPAMDA, LAGOS INTERNATIONAL TRADE FAIR COMPLEX,"
ECOBANK PLC,LAGOS,LAGOS-ORILE,"11/13 BALOGUN STREET, MARSHAL PLAZA, BEHIND AGRIC MARKET, ORILE COKER MARKET, LAGOS,"
ECOBANK PLC,LAGOS,HERBERT MACAULAY,"302, HERBERT MACAULAY WAY, SABO YABA, LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - IKORODU ROAD BRANCH,"ELIZADE PLAZA322A IKORODU ROAD, NEAR ANTHONY BUS-STOP,"
ECOBANK PLC,LAGOS,LAGOS - UNILAG,"UNILAG BOOKSHOP BUILDING, AKOKA,"
ECOBANK PLC,LAGOS,LAGOS - ILUPEJU,"1 BANK LANE ILUPEJU, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - RANDLE CRESCENT,"7, RANDLE CRESCENT, APAPA, LAGOS,"
ECOBANK PLC,LAGOS,ALABA - AGUDOSI 2,"4, AGUDOSI STREET, ALABA INT'L MARKET, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - TINCAN BRANCH,"7 TINCAN WAY, APAPA OSHODI EXPRESS WAY, COCONUT B/S, LAGOS,"
ECOBANK PLC,LAGOS,ASPAMDA - TRADE FAIR COMPLEX,"ZONE E BLOCK 9, ASPAMDA TRADE FAIR, LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - ILUPEJU 2,"29/31 ILUPEJU BYEPASS, ILUPEJU,"
ECOBANK PLC,LAGOS,LAGOS - SOMOLU,"7, APATA STREET, SOMOLU, LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - SURULERE 2,"15 ITIRE ROAD, SURULERE, LAGOS,"
ECOBANK PLC,LAGOS,YABA - HERBERT MACAULAY 2,"383 HERBERT MACAULAY WAY, YABA,"
ECOBANK PLC,LAGOS,ALABA - PATRICK STREET 2,"D120-123 ST PATRICKS STREET, ALABA INT'L MARKET, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - WAREHOUSE ROAD 3,"NO 9 WAREHOUSE ROAD, APAPA,"
ECOBANK PLC,LAGOS,BADAGRY - KLM 22,"CHRIST-IN-ME PLAZA, KLM 22 BADAGRY EXPRESS WAY, SATELLITE TOWN, LAGOS,"
ECOBANK PLC,LAGOS,APAPA- MOBIL ROAD,"21, MOBIL ROAD, APAPA,"
ECOBANK PLC,LAGOS,LAGOS - ONIPANU,"131, IKORODU ROAD, ONIPANU, LAGOS ,"
ECOBANK PLC,LAGOS,APAPA - CREEK ROAD 2,"26, CREEK ROAD, APAPA,"
ECOBANK PLC,LAGOS,MUSHIN - OJUWOYE,"3 MUMUNI STREET OJUWOYE, MUSHUN,"
ECOBANK PLC,LAGOS,APAPA - KIRIKIRI ROAD,"198 KIRIKIRI ROAD, OLODI APAPA, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - TRINITY,"NO 22 APAPA-OSHODI EXPRESSWAY, WESTMINISTER BUS STOP, LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - ALAWORO INTL MKT,"CHRIST IN ME PLAZA, OJO GARAGE, OLOJO DRIVE, OJO-ALABA, LAGOS ,"
ECOBANK PLC,LAGOS,LAGOS - GBAGADA,"170 GBAGADA EXPRESSWAY, PEDRO BUSTOP, GBAGADA,"
ECOBANK PLC,LAGOS,LAGOS - IDDO BRANCH,"8, TAYLOR STREET, G CAPPA BUILDING , IDDO ,"
ECOBANK PLC,LAGOS,MATORI - LADIPO STREET 2,"94/96 LADIPO STREET, MATORI, MUSHIN, LAGOS,"
ECOBANK PLC,LAGOS,APAPA - PARK LANE,"46 PARK LANE, APAPA,"
ECOBANK PLC,LAGOS,LAGOS - WESTERN AVENUE,"8 FUNSHO WILLIAMS AVENUE, OJUELEGBA,"
ECOBANK PLC,LAGOS,SURULERE - ENITAN AGUDA,"3A&B ENITAN STREET, AGUDA, SURULERE,"
ECOBANK PLC,LAGOS,LAGOS - OJO CANTONEMENT,"NIGERIA MILITARY CANTONEMENT, OJO LAGOS,"
ECOBANK PLC,LAGOS,LAGOS - PALM GROOVE,"154 IKORODU ROAD, ONIPANU,"
ECOBANK PLC,LAGOS,LAGOS - SEME BORDER 2,"BANK AVENUE, SEME BORDER (NIG-REP OF BENIN),"
ECOBANK PLC,LAGOS,FESTAC - 21 ROAD,"FG CLOSE 21 ROAD FESTAC, FESTAC TOWN,"
ECOBANK PLC,NASSARAWA,KEFFI - MARARABA,"NEGEDU ESTATE ABUJA/ KEFFI RD, MARARABA,"
ECOBANK PLC,NASSARAWA,LAFIA - JOS ROAD,"32 JOS ROAD, LAFIA,"
ECOBANK PLC,NASSARAWA,KEFFI - NASS STATE UNIV,"NASSARAWA STATE UNIVERSITY, KEFFI,"
ECOBANK PLC,NASSARAWA,NASSARAWA - NAS TOWN,"NO,8 UMARU MAKAMA DOGO STREET, NASARAWA,"
ECOBANK PLC,NIGER,MINNA - SULEIJA BRANCH,"PLOT 78 MINNA ROAD, SULEIJA ,"
ECOBANK PLC,NIGER,MINNA - KONTAGORA,"PLOT 139 YAURI ROAD, KONTAGORA ,"
ECOBANK PLC,NIGER,MINNA - BOSSO ROAD,"SW 36 BOSSO ROAD, CENTR BIZ AREA, MINNA,"
ECOBANK PLC,NIGER,MINNA - BIDA BRANCH,"NO 10 BCC ROAD, BIDA,"
ECOBANK PLC,NIGER,MINNA - MADALLA,"OPPOSITE MOBIL FILLING STATION, OFF KADUNA ABUJA ROAD, MADALLA, NEAR ZUBA ,"
ECOBANK PLC,OGUN,OGUN - AGBARA,"PLOT 3, ILARO ROAD AGBARA INDUSTRIAL ESTATE, OGUN STATE,"
ECOBANK PLC,OGUN,ABEOKUTA,"75 AWOLOWO AVENUE, OMIDA, ABEOKUTA,"
ECOBANK PLC,OGUN,OGUN - IDIROKO ROAD,"237,IDIROKO ROAD, OTA, OGUN,"
ECOBANK PLC,OGUN,OTTA - CANAAN LAND,"KM 10, IDIROKO ROAD, CANAANLAND, OTTA ,"
ECOBANK PLC,OGUN,OTTA - EXPRESS ROAD,"101A ,LAGOS ABEOKUTA EXPRESS ROAD, SANGO-OTTA,"
ECOBANK PLC,OGUN,MOWE - REDEMPTION CAMP,"KM 46 LAGOS-IBADAN EXPRESSWAY,"
ECOBANK PLC,OGUN,OGUN - CRAWFORD UNIVERSITY,"KM 10 ATAN-AGBARA RD, FAITH CITY, IGBESA,"
ECOBANK PLC,OGUN,IBAFO - MFM PRAYER CITY,"KM 12, LAGOS/IBADAN EXPRESSWAY, MFM CAMP, IBAFO,"
ECOBANK PLC,OGUN,OGUN - OWODE EGBADO," 86, IDIROKO ROAD, OWODE-EGBADO (YEWA),"
ECOBANK PLC,OGUN,SHAGAMU - AKARIGBO,"168, AKARIGBO STREET, SABO, SHAGAMU,"
ECOBANK PLC,OGUN,OGUN - IJEBU ODE,"71 IBADAN ROAD, OPPOSITE UBA, IJEBU ODE,"
ECOBANK PLC,ONDO,AKURE - OWO ROAD BRANCH,"9, OWO ROAD, ALAGBAKA, AKURE,"
ECOBANK PLC,ONDO,ONDO - AKURE BRANCH,"20, OBA-ILE - OWO ROAD, ALAGBAKA AKURE,"
ECOBANK PLC,ONDO,AKURE - ONDO TOWN,"NO, 13 OMIMODE STREET, YABA, ONDO TOWN,"
ECOBANK PLC,ONDO,AKURE - ARAKALE ROAD,"NO 72 ARAKALE ROAD, AKURE,"
ECOBANK PLC,ONDO,ONDO - OKITIPUPA,"128 , BROAD STREET OKITIPUPA,"
ECOBANK PLC,ONDO,ONDO - OWO STATION,"OPP OLD MOBIL PETROL STATION, OWO,"
ECOBANK PLC,ONDO,ONDO - ORE BRANCH,"82, MOLASURU JUNCTION, ONDO/OKITIPUPA ROAD, ORE,"
ECOBANK PLC,ONDO,ONDO - IKARE AKOKO,"1, OWOLABI STREET, NTA JUNCTION ILEPA, IKARE ,"
ECOBANK PLC,OSUN,OSOGBO,"KM 4 GBONGAN OSOGBO EXPRESSWAY, OPPOSITE NNPC FILLING STATION, ONWARD AREA, OSOGBO,"
ECOBANK PLC,OSUN,ENG  OSUN - OSOGBO,"51, GBONGAN IBADAN ROAD, FAKUNLE, OSHOGBO ,"
ECOBANK PLC,OSUN,ILE IFE - LAGERE,"IBADAN-ILESA RD, LAGERE, ILE-IFE,"
ECOBANK PLC,OSUN,OSUN - ILESA,"77A ITA BALOGUN, ILESHA,"
ECOBANK PLC,OYO,IBADAN - NEW COURT ROAD," NO.24, NEW COURT ROAD, DUGBE, IBADAN,"
ECOBANK PLC,OYO,IBADAN - IWO ROAD,"122, ABAYOMI ROAD, IWO ROAD, IBADAN,"
ECOBANK PLC,OYO,IBADAN -BODIJA ESTATE,"PLOT6 , BLOCKXV NO.2 ODEKU CLOSE, BODIJA ,IBADAN,"
ECOBANK PLC,OYO,IBADAN - IBADAN BRANCH,"49B IDI APE, IWO ROAD, IBADAN ,"
ECOBANK PLC,OYO,IBADAN - GBAGI MARKET,"BOLA IGE INTERNATIONAL MARKET ,NEW GBAGI IBADAN,"
ECOBANK PLC,OYO,OGBOMOSHO - AJAYI CROWTHER UNIV,"AJAYI CROWTHER UNIVERSITY GATE, OGBOMOSHO,"
ECOBANK PLC,OYO,IBADAN - DUGBE BRANCH,"8, NEW COURT ROAD, DUGBE, IBADAN      ,"
ECOBANK PLC,OYO,IBADAN - CHALLENGE,"15 MKO ABIOLA WAY, CHALLENGE, IBADAN,"
ECOBANK PLC,OYO,OGBOMOSHO - AREA OGB BRANCH,"ILORIN ROAD, APAKE, OGBOMOSHO,"
ECOBANK PLC,OYO,OYO - ISEYIN BRANCH,"MAKO ALLAH HOUSE, OJA NLA, ISEYIN,"
ECOBANK PLC,PLATEAU,JOS-AHMADU BELLO WAY 2,"46 AHMADU BELLO WAY, JOS,"
ECOBANK PLC,PLATEAU,JOS - JOS BRANCH,"NO. 5 AHMADU BELLO WAY, JOS,"
ECOBANK PLC,PLATEAU,JOS - RWANG PAM,"20 RWANG PAM STREET, JOS,"
ECOBANK PLC,PLATEAU,JOS - BUKURU,"NO. 8 JOS ROAD, BUKURU,"
ECOBANK PLC,RIVERS,PH - TRANS AMADI,"13/15 TRANS AMADI LAYOUT, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH-MOTHERCAT,"PLOT 8, TRANS AMADI INDUSTRIAL LAYOUT PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH-ASEI WORLD CENTER,"57 ABA ROAD PORT-HARCOURT,"
ECOBANK PLC,RIVERS,PH-UNIPORT,"UNIPORT SHOPPING COMPLEX, CHOBA CAMPUS PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH-OKPORO RD,"NO 53 OKPORO ROAD, OFF ARTILLERY, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH-ELEME PETROCHEM,"ELEME PETROCHEM COMPLEX, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH-PRPC,"OPPOSITE PPMC DEPOT GATE, ALESA- ELEME, PORT HARCOURT ,"
ECOBANK PLC,RIVERS,PH-RSUT COMPLEX,"RSUST-NKPOLU, PORT HARCOURT ,"
ECOBANK PLC,RIVERS,PH-MILE 3,"21 AMAIGBO ROAD REBISI MILE 3 PORT HARCOURT,"
ECOBANK PLC,RIVERS,AHOADA-ABUA ROAD,"TEMPORARILY CLOSED,"
ECOBANK PLC,RIVERS,BONNY-MISSION ROAD 2,"10, NEW ROAD, BONNY ISLAND,"
ECOBANK PLC,RIVERS,PH - FLEET HOUSE,"105 OLU OBASANJO ROAD, PORT HOURCOURT,"
ECOBANK PLC,RIVERS,PH  - OYIGBO MBANO BRANCH,"206 OLD ABA ROAD, OYIGBO, RIVERS,"
ECOBANK PLC,RIVERS,PH - IKWERRE ROAD 2,"142 IKWERRE ROAD, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - ABA ROAD,"27 ABA ROAD, PRESIDENTIAL HOTEL, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - PORTHARCOURT,"333 TRANS AMADI INDUSTRIAL LAYOUT, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - ABA ROAD 2,"NO 280 ABA ROAD,ARTILLERY PH,"
ECOBANK PLC,RIVERS,PH - TRANS AMADI 2,"60 OLD ABA ROAD, RUMUOBIAKANI, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - ELEME BRANCH,"ELEME/BORI EXPRESSWAY ALODE, NCHIA ELEME RIVERS,"
ECOBANK PLC,RIVERS,PH - OLU OBASANJO,"NO 1 BENJAMIN OPARA STREET, OFF OLU OBASANJO ROAD, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - CIRCULAR ROAD,"PLOT 5 CLOSE 1 CIRCULAR ROAD, PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - PPMC BRANCH,"PPMC DEPOT, ALEESA, ELEME,"
ECOBANK PLC,RIVERS,PH - RUMOKORO,"11 EAST WEST ROAD, RUMUOKORO. PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - WOJI BRANCH,"46 WOJI ESTATE , PORT HARCOURT ,"
ECOBANK PLC,RIVERS,PH - NNAMDI AZIKIWE,"15A NNAMDI AZIKIWE ROAD PORT HARCOURT,"
ECOBANK PLC,RIVERS,PH - COLLEGE OF HEALTH,"KM6,IKWERRE ROAD PORT-HARCOURT,"
ECOBANK PLC,RIVERS,PH - RUMUOLA BRANCH,"119/121 RUMUOLA ROAD, PORT HARCOURT,"
ECOBANK PLC,SOKOTO,SOKOTO - SOKOTO MAIN,"NO. 18 KANO ROAD, SOKOTO ,"
ECOBANK PLC,SOKOTO,SOKOTO - KANO ROAD 2,"BESIDE CBN, KANO ROAD BRANCH 2, SOKOTO,"
ECOBANK PLC,SOKOTO,SOKOTO - ILEILA,"KONNI ROAD, OPPOSITE CENTRAL MARKET, ILLELA,"
ECOBANK PLC,SOKOTO,SOKOTO - MARKET BRANCH,"SOKOTO MARKET, SOKOTO,"
ECOBANK PLC,TARABA,JALINGO - HAMMA RUWA WAY,"NO. 21 HAMMARUWA WAY, JALINGO,"
ECOBANK PLC,YOBE,YOBE - DAMATURU MARKET,"ALONG BUKAR ABBA IBRAHIM WAY, DAMATURU,"
ECOBANK PLC,ZAMFARA,ZAMFARA - GUSAU,"ZARIA ROAD, GUSAU,"
ECOBANK PLC,ZAMFARA,SOKOTO - KAURA NAMODA,"SHINKAFI ROAD, KAURA NAMODA ,"
FIDELITY BANK PLC,FCT ABUJA,MAITAMA,"No 37, Gana street, MAITAMA DISTRICT, FCT."
FIDELITY BANK PLC,FCT ABUJA,KUBWA,"109 Gado Nasco Road, Kubwa. Abuja"
FIDELITY BANK PLC,FCT ABUJA,CAC ANNEX,"CAC Annex, Ndola Crescent Off Michael Opara Street Zone 5, Wuse Abuja"
FIDELITY BANK PLC,FCT ABUJA,GARKI - AREA 8,"1 Ogbomosho Road, Area 8 Garki, Abuja"
FIDELITY BANK PLC,FCT ABUJA,ADETOKUNBO ADEMOLA (WUSE),"59, Adetokunbo Ademola Crescent, Wuse 2 Abuja"
FIDELITY BANK PLC,FCT ABUJA,GWARIMPA,"C35, Off 14 Road, Ist Avenue Beside Danjam Plaza, Gwarimpa, Abuja"
FIDELITY BANK PLC,FCT ABUJA,MARARABA,"No 3 Mararaba Along Abuja - Keffi Expressway, Beside A.A. Rano Filling Station Mararaba"
FIDELITY BANK PLC,LAGOS,MOLONEY,"3/5, Moloney Street, Behind TBS Race Course, Lagos"
FIDELITY BANK PLC,LAGOS,OKE ARIN,"31, Daddy Alhaja Street, Off Oke-Arin Street."
FIDELITY BANK PLC,LAGOS,IDUMAGBO,"18, Idumagbo Avenue, Lagos Island, Lagos"
FIDELITY BANK PLC,LAGOS,BAMGBOSE,"No 6 Bamgbose Street, Lagos Island"
FIDELITY BANK PLC,LAGOS,IKEJA GRA,"49, Isaac John Street, GRA, Ikeja Lagos"
FIDELITY BANK PLC,LAGOS,OBA AKRAN,"21, Oba Akran Avenue, Ikeja, Lagos"
FIDELITY BANK PLC,LAGOS,OJOTA,"KM 16, Ikorodu Road Ojota Bus Stop"
FIDELITY BANK PLC,LAGOS,EGBEDA,45 Idimu Road by Pipeline bus stop Idimu Lagos
FIDELITY BANK PLC,LAGOS,DOPEMU,"6/8 Dopemu Roundabout, Lagos"
FIDELITY BANK PLC,LAGOS,ALAGBADO,"327/329 Abeokuta Express Way, By Casso Bus Stop, Alagbado Lagos"
FIDELITY BANK PLC,LAGOS,LASPOTECH IKORODU,"Lagos State Polytechnic, 2nd Gate, Ikorodu, Lagos"
FIDELITY BANK PLC,LAGOS,YABA,"326, Herbert Macaulay Way, By Birrel Avenue, Yaba"
FIDELITY BANK PLC,LAGOS,GBAGADA,"27 Diya Street, Gbagada, Lagos"
FIDELITY BANK PLC,LAGOS,VGC,"Plot 8, KM 22 Lagos-Epe Expressway, VGC"
FIDELITY BANK PLC,LAGOS,ADMIRALTY,"Block A9, Plot 2b, Admiralty Way, Lekki, Lagos"
FIDELITY BANK PLC,LAGOS,ADEOLA ODEKU,"28, Adeola Odeku Street, Victoria Island, Lagos"
FIDELITY BANK PLC,LAGOS,ADEYEMO ALAKIJA,"2 Adeyemo Alakija Street, Victoria Island, Lagos"
FIDELITY BANK PLC,LAGOS,AGO PALACE,"No 99 Ago Palace Way, Okota."
FIDELITY BANK PLC,LAGOS,IJESHA,"10 Odofin Park Estate, By Lords Chosen Church, Ijesha Bus Stop, Along Oshodi Apapa Express way, Lagos."
FIDELITY BANK PLC,LAGOS,ODUNADE,"27, Badagry Expressway, Odunade Building Material Market, Coker Orile, Lagos"
FIDELITY BANK PLC,LAGOS,OJO ALABA,"H44/45 Olojo Drive, Ojo, Alaba"
FIDELITY BANK PLC,LAGOS,OLD OJO,"No 39 Old Ojo Road, Mazamaza, Lagos"
FIDELITY BANK PLC,LAGOS,APT,"Association Of Progressive Traders Market, Trade Fair"
FIDELITY BANK PLC,LAGOS,WAREHOUSE ROAD,"39 Warehouse Road, Apapa Lagos"
FIDELITY BANK PLC,LAGOS,PARKLANE,"16B Parklane, Apapa, Lagos"
FIDELITY BANK PLC,LAGOS,SURU ALABA,"Folashade Tinubu Ojo Ultra Modern Market Complex, Suru Alaba, Lagos"
FIDELITY BANK PLC,KWARA,ILORIN MAIN,"102, Ibrahim Taiwo Road, Opposite Mr Biggs, Ilorin, Kwara State"
FIDELITY BANK PLC,KWARA,KWARA MALL,"Fate Road Beside NTA. Ilorin, Kwara State"
FIDELITY BANK PLC,DELTA,NPA WARRI,"NPA Administrative Compound, New Port, Warri, Delta State."
FIDELITY BANK PLC,DELTA,OKPANAM ROAD,"Plot 7, GRA Phase V, Okpanam Road Asaba, Delta State"
FIDELITY BANK PLC,DELTA,PPMC,"PPMC Branch By Saipem Camp Ekpan Warri, Delta State"
FIDELITY BANK PLC,CROSS RIVER,UYO 1,"98 Abak Road, Uyo"
FIDELITY BANK PLC,IMO,DOUGLAS ROAD,"135 Douglas Road, Owerri, Imo State"
FIDELITY BANK PLC,IMO,NEW OWERRI,Plot F/13 Housing Area New Owerri Imo State
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Main,"PLOT 777 MOHAMMADU BUHARI WAY, CENTRAL BUSINESS DISTRICT. ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Gwagwalada,"5 PARK ROAD , GWAGWALADA ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Garki,"5 Hadejia Street Area 3, Garki Abuja, Nigeria."
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Zuba II,"Area 1 Along Kaduna Express Rd,Opp Con Oil, Zuba."
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Bwari,"35 OLD SULEJA ROAD, BWARI ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Gwarimpa,"Plot 430, First Avenue, By Total Filling station, Gwarimpa Estate. Abuja"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Kubwa,"PLOT B3, OPP TOTAL FILLING STATION GADO NASCO RD, PHASE 2, SITE 2, KUBWA ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Asokoro,"PLOT 85, YAKUBU GOWON CRESCENT, ASOKORO ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Wuse,"PLOT 2097, HERBERT MACAULAY WAY, WUSE ZONE 5, ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Maitama,"14 MEDITERANIAN STREET, MAITAMA FCT-ABUJA"
FIRST BANK OF NIGERIA PLC,Kogi,Lokoja,"Ganaja junction, Lokoja, Kogi State"
FIRST BANK OF NIGERIA PLC,Kogi,Okene,32 Lafia Street Okene Kogi State
FIRST BANK OF NIGERIA PLC,Kogi,Ayangba,"1002 Idah Road,Ayangba Kogi State"
FIRST BANK OF NIGERIA PLC,Kogi,Ankpa,16 Balewa Road Ankpa
FIRST BANK OF NIGERIA PLC,Nassarawa,Lafia,"No. 5 Jos Road, Lafia"
FIRST BANK OF NIGERIA PLC,Nassarawa,Karu-,"21, Abuja – Keffi Express Way, Nassarawa State"
FIRST BANK OF NIGERIA PLC,Nassarawa,Keffi-Nasarawa,"Abubakar Burga Road, Nasarawa State"
FIRST BANK OF NIGERIA PLC,Niger,Minna,"No 3 bank Road, behind CBN, Minna Niger State"
FIRST BANK OF NIGERIA PLC,Niger,Suleja,NO 48 USMAN FARUK ROAD SULEJA NIGER STATE
FIRST BANK OF NIGERIA PLC,Niger,Bida,"Opposite Bida Eid praying ground, Bida"
FIRST BANK OF NIGERIA PLC,Niger,Lapai,"Along IBB university road, Paiko- Lapai"
FIRST BANK OF NIGERIA PLC,Niger,Kontagora,ALONG BCJ ROAD KONTAGORA
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abaji,"NO 1, TOTO ROAD, ABAJI,FCT-ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Deidei,"DEIDEI REGIONAL MARKET, DEIDEI, FCT ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Jos Street,"No 2 Jos Street Opposite Sharon Ultimate Hotel Area 3, Garki, FCT, Abuja"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja Mpape,"A29 CADASTRAL ZONE, MPAPE DISTRICT ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Abuja-Utako,"A65, RUKKAYAT PLAZA OBAFEMI AWOLOWO WAY, JABI ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Ahmadu Bello Way Garki,"PLOT 1045 AHMADU BELLO WAY, AREA 11, GARKI"
FIRST BANK OF NIGERIA PLC,Kogi,Isanlu-Yagba,"Along Kabba-Ilorin Road, Isanlu Yagba, Kogi State"
FIRST BANK OF NIGERIA PLC,Kogi,Kabba,"Kabba-Ilorin Expressway, Kabba"
FIRST BANK OF NIGERIA PLC,Niger,Kagara,"Lagos-Kaduna Road, Kagara"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Kuje,OPPOSITE KUJE POLICE STATION.FCT ABUJA
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Maitama II,"MUJANATU HOUSE, NO 1 ZAMBEZI CRESCENT MAITAMA ABUJA"
FIRST BANK OF NIGERIA PLC,FCT ABUJA,Wuse New Market,"41 MAMBOLO STREET, WUSE ZONE 2, ABUJA"
FIRST BANK OF NIGERIA PLC,Lagos,Apapa & IPMAN Cash Centre,1  BURMA ROAD APAPA
FIRST BANK OF NIGERIA PLC,Lagos,MOBIL ROAD,"21, MOBIL ROAD APAPA LAGOS"
FIRST BANK OF NIGERIA PLC,Lagos,EPE,2 Aiyetoro Road Epe Lagos
FIRST BANK OF NIGERIA PLC,Lagos,IGANMU,"plot 2, Abebe Village Road, Iganmu, Lagos"
FIRST BANK OF NIGERIA PLC,Lagos,Marina,"35 Samuel Asabia House, Marina Lagos Island."
FIRST BANK OF NIGERIA PLC,Lagos,MOLONEY,28 berkley street moloney
FIRST BANK OF NIGERIA PLC,Lagos,WESTERN HOUSE,"8/10 Broad Street, Western House Building Lagos Island."
FIRST BANK OF NIGERIA PLC,Lagos,SURULERE,"17-19 Itire Road, Ishaga, Surulere, Lagos"
FIRST BANK OF NIGERIA PLC,Lagos,FALOMO,"113, AWOLOWO ROAD IKOYI LAGOS"
FIRST BANK OF NIGERIA PLC,Lagos,TINCAN ISLAND,TINCAN PORT TINCAN ISLAND APAPA
FIRST BANK OF NIGERIA PLC,Lagos,OKE ARIN,"53 OFFIN ROAD, LAGOS"
FIRST BANK OF NIGERIA PLC,Lagos,AGBARA,"N0.2 ILARO STREET , AGBARA INDUSTRIAL ESTATE"
FIRST BANK OF NIGERIA PLC,Lagos,IKOTA,"The Landmark building, Km 24, Lekki/Epe Expressway, Ikota, Lagos"
FIRST BANK OF NIGERIA PLC,Lagos,ADEOLA ODEKU,"50, ADEOLA ODEKU STREET."
FIRST BANK OF NIGERIA PLC,Lagos,AJEGUNLE TRINITY,"32 APAPA-OSHODI EXPRESSWAY,OLODI, APAPA"
FIRST BANK OF NIGERIA PLC,Lagos,CHEVRON,No 1 chevron drive lekki/epe expressway lekki lagos
